,Model,Data,precision,recall,f1-score,support
ferry,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,45.0
flamingo,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,45.0
flamingo_head,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,32.0
garfield,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,22.0
gerenuk,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,27.0
gramophone,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,37.0
grand_piano,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,68.0
hawksbill,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,68.0
headphone,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,30.0
hedgehog,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,44.0
helicopter,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,66.0
ibis,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,59.0
inline_skate,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,23.0
joshua_tree,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,43.0
kangaroo,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,63.0
ketch,partially_unfrozen_resnet18,Train,0.9759036144578314,0.9878048780487805,0.9818181818181818,82.0
lamp,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,39.0
laptop,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,57.0
llama,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,53.0
lobster,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,26.0
lotus,partially_unfrozen_resnet18,Train,0.9534883720930233,0.9534883720930233,0.9534883720930233,43.0
mandolin,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,24.0
mayfly,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,29.0
menorah,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,60.0
metronome,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,22.0
minaret,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,53.0
nautilus,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,42.0
octopus,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,24.0
okapi,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,25.0
pagoda,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,32.0
panda,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,28.0
pigeon,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,28.0
pizza,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,39.0
platypus,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,23.0
pyramid,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,39.0
revolver,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,53.0
rhino,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,44.0
rooster,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,39.0
saxophone,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,23.0
schooner,partially_unfrozen_resnet18,Train,0.9777777777777777,0.9565217391304348,0.967032967032967,46.0
scissors,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,28.0
scorpion,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,62.0
sea_horse,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,38.0
snoopy,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,23.0
soccer_ball,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,41.0
stapler,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,30.0
starfish,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,58.0
stegosaurus,partially_unfrozen_resnet18,Train,0.9782608695652174,1.0,0.989010989010989,45.0
stop_sign,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,42.0
strawberry,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,29.0
sunflower,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,55.0
tick,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,35.0
trilobite,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,60.0
umbrella,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,54.0
watch,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,161.0
water_lilly,partially_unfrozen_resnet18,Train,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
wheelchair,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,46.0
wild_cat,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,27.0
windsor_chair,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,39.0
wrench,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,26.0
yin_yang,partially_unfrozen_resnet18,Train,1.0,1.0,1.0,41.0
accuracy,partially_unfrozen_resnet18,Train,0.9973653877819858,0.9973653877819858,0.9973653877819858,0.9973653877819858
macro avg,partially_unfrozen_resnet18,Train,0.9977812753301656,0.9975616446148977,0.9976649231954686,6073.0
weighted avg,partially_unfrozen_resnet18,Train,0.9973777722898783,0.9973653877819858,0.9973636023112481,6073.0
Faces,plain_model,Val,0.6091954022988506,0.803030303030303,0.6928104575163399,132.0
Faces_easy,plain_model,Val,0.8984375,0.8846153846153846,0.8914728682170543,130.0
Leopards,plain_model,Val,0.5053763440860215,0.7230769230769231,0.5949367088607594,65.0
Motorbikes,plain_model,Val,0.6991150442477876,0.9673469387755103,0.8116438356164384,245.0
accordion,plain_model,Val,0.625,0.2777777777777778,0.38461538461538464,18.0
airplanes,plain_model,Val,0.8533333333333334,0.8170212765957446,0.8347826086956521,235.0
anchor,plain_model,Val,0.0,0.0,0.0,12.0
ant,plain_model,Val,0.0,0.0,0.0,11.0
barrel,plain_model,Val,0.0,0.0,0.0,15.0
bass,plain_model,Val,0.07692307692307693,0.06666666666666667,0.07142857142857142,15.0
beaver,plain_model,Val,0.0,0.0,0.0,14.0
binocular,plain_model,Val,0.25,0.06666666666666667,0.10526315789473684,15.0
bonsai,plain_model,Val,0.24242424242424243,0.23529411764705882,0.23880597014925373,34.0
brain,plain_model,Val,0.12,0.0967741935483871,0.10714285714285714,31.0
brontosaurus,plain_model,Val,0.14285714285714285,0.07142857142857142,0.09523809523809523,14.0
buddha,plain_model,Val,0.15873015873015872,0.47619047619047616,0.23809523809523808,21.0
butterfly,plain_model,Val,0.3333333333333333,0.08571428571428572,0.13636363636363635,35.0
camera,plain_model,Val,0.0,0.0,0.0,9.0
cannon,plain_model,Val,0.2,0.09090909090909091,0.125,11.0
car_side,plain_model,Val,0.56,0.4666666666666667,0.509090909090909,30.0
ceiling_fan,plain_model,Val,0.0,0.0,0.0,18.0
cellphone,plain_model,Val,0.6363636363636364,0.3333333333333333,0.4375,21.0
chair,plain_model,Val,0.0,0.0,0.0,19.0
chandelier,plain_model,Val,0.3333333333333333,0.16129032258064516,0.21739130434782608,31.0
cougar_body,plain_model,Val,0.05555555555555555,0.07142857142857142,0.0625,14.0
cougar_face,plain_model,Val,0.28,0.3888888888888889,0.32558139534883723,18.0
crab,plain_model,Val,0.0,0.0,0.0,18.0
crayfish,plain_model,Val,0.0,0.0,0.0,24.0
crocodile,plain_model,Val,0.0,0.0,0.0,11.0
crocodile_head,plain_model,Val,0.0,0.0,0.0,16.0
cup,plain_model,Val,0.0,0.0,0.0,17.0
dalmatian,plain_model,Val,0.2857142857142857,0.125,0.17391304347826086,16.0
dollar_bill,plain_model,Val,0.5,0.5625,0.5294117647058824,16.0
dolphin,plain_model,Val,0.15625,0.38461538461538464,0.2222222222222222,13.0
dragonfly,plain_model,Val,0.34782608695652173,0.38095238095238093,0.36363636363636365,21.0
electric_guitar,plain_model,Val,0.20754716981132076,0.3793103448275862,0.2682926829268293,29.0
elephant,plain_model,Val,0.375,0.2857142857142857,0.32432432432432434,21.0
emu,plain_model,Val,0.0,0.0,0.0,17.0
euphonium,plain_model,Val,0.8,0.42105263157894735,0.5517241379310345,19.0
ewer,plain_model,Val,0.2727272727272727,0.16666666666666666,0.20689655172413793,18.0
ferry,plain_model,Val,0.5,0.22727272727272727,0.3125,22.0
flamingo,plain_model,Val,0.030303030303030304,0.045454545454545456,0.03636363636363636,22.0
flamingo_head,plain_model,Val,0.10526315789473684,0.15384615384615385,0.125,13.0
garfield,plain_model,Val,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
gerenuk,plain_model,Val,0.25,0.14285714285714285,0.18181818181818182,7.0
gramophone,plain_model,Val,0.25,0.07142857142857142,0.1111111111111111,14.0
grand_piano,plain_model,Val,0.75,0.4838709677419355,0.5882352941176471,31.0
hawksbill,plain_model,Val,0.18181818181818182,0.25,0.21052631578947367,32.0
headphone,plain_model,Val,0.5,0.08333333333333333,0.14285714285714285,12.0
hedgehog,plain_model,Val,0.0,0.0,0.0,10.0
helicopter,plain_model,Val,0.0,0.0,0.0,22.0
ibis,plain_model,Val,0.14705882352941177,0.23809523809523808,0.18181818181818182,21.0
inline_skate,plain_model,Val,0.6666666666666666,0.5,0.5714285714285714,8.0
joshua_tree,plain_model,Val,0.38461538461538464,0.23809523809523808,0.29411764705882354,21.0
kangaroo,plain_model,Val,0.044444444444444446,0.08695652173913043,0.058823529411764705,23.0
ketch,plain_model,Val,0.38596491228070173,0.6875,0.4943820224719101,32.0
lamp,plain_model,Val,0.5,0.09090909090909091,0.15384615384615385,22.0
laptop,plain_model,Val,0.7142857142857143,0.20833333333333334,0.3225806451612903,24.0
llama,plain_model,Val,0.0,0.0,0.0,25.0
lobster,plain_model,Val,0.16666666666666666,0.2,0.18181818181818182,15.0
lotus,plain_model,Val,0.5,0.391304347826087,0.43902439024390244,23.0
mandolin,plain_model,Val,0.0,0.0,0.0,19.0
mayfly,plain_model,Val,0.0,0.0,0.0,11.0
menorah,plain_model,Val,0.42857142857142855,0.5555555555555556,0.4838709677419355,27.0
metronome,plain_model,Val,0.5,0.2,0.2857142857142857,10.0
minaret,plain_model,Val,0.5294117647058824,0.782608695652174,0.631578947368421,23.0
nautilus,plain_model,Val,0.0,0.0,0.0,13.0
octopus,plain_model,Val,0.2,0.09090909090909091,0.125,11.0
okapi,plain_model,Val,0.6,0.42857142857142855,0.5,14.0
pagoda,plain_model,Val,1.0,0.5333333333333333,0.6956521739130435,15.0
panda,plain_model,Val,0.0,0.0,0.0,10.0
pigeon,plain_model,Val,0.16666666666666666,0.11764705882352941,0.13793103448275862,17.0
pizza,plain_model,Val,0.14893617021276595,0.5,0.22950819672131148,14.0
platypus,plain_model,Val,0.5,0.09090909090909091,0.15384615384615385,11.0
pyramid,plain_model,Val,0.21428571428571427,0.16666666666666666,0.1875,18.0
revolver,plain_model,Val,0.39285714285714285,0.3793103448275862,0.38596491228070173,29.0
rhino,plain_model,Val,0.2727272727272727,0.2,0.23076923076923078,15.0
rooster,plain_model,Val,0.42857142857142855,0.3,0.35294117647058826,10.0
saxophone,plain_model,Val,0.5,0.058823529411764705,0.10526315789473684,17.0
schooner,plain_model,Val,0.0,0.0,0.0,17.0
scissors,plain_model,Val,0.14285714285714285,0.18181818181818182,0.16,11.0
scorpion,plain_model,Val,0.04838709677419355,0.2727272727272727,0.0821917808219178,22.0
sea_horse,plain_model,Val,0.0,0.0,0.0,19.0
snoopy,plain_model,Val,0.34615384615384615,0.75,0.47368421052631576,12.0
soccer_ball,plain_model,Val,0.5454545454545454,0.2608695652173913,0.35294117647058826,23.0
stapler,plain_model,Val,0.6666666666666666,0.13333333333333333,0.2222222222222222,15.0
starfish,plain_model,Val,0.28,0.25,0.2641509433962264,28.0
stegosaurus,plain_model,Val,0.5,0.07142857142857142,0.125,14.0
stop_sign,plain_model,Val,0.5714285714285714,0.36363636363636365,0.4444444444444444,22.0
strawberry,plain_model,Val,0.10714285714285714,0.5,0.17647058823529413,6.0
sunflower,plain_model,Val,0.45454545454545453,0.6666666666666666,0.5405405405405406,30.0
tick,plain_model,Val,0.4,0.42857142857142855,0.41379310344827586,14.0
trilobite,plain_model,Val,0.34146341463414637,0.5384615384615384,0.417910447761194,26.0
umbrella,plain_model,Val,0.375,0.14285714285714285,0.20689655172413793,21.0
watch,plain_model,Val,0.5,0.5384615384615384,0.5185185185185185,78.0
water_lilly,plain_model,Val,0.0,0.0,0.0,13.0
wheelchair,plain_model,Val,0.1282051282051282,0.38461538461538464,0.19230769230769232,13.0
wild_cat,plain_model,Val,0.0,0.0,0.0,7.0
windsor_chair,plain_model,Val,0.6153846153846154,0.47058823529411764,0.5333333333333333,17.0
wrench,plain_model,Val,0.2222222222222222,0.6153846153846154,0.32653061224489793,13.0
yin_yang,plain_model,Val,0.6842105263157895,0.6842105263157895,0.6842105263157895,19.0
accuracy,plain_model,Val,0.44393241167434716,0.44393241167434716,0.44393241167434716,0.44393241167434716
macro avg,plain_model,Val,0.2994714149595805,0.25706753651430647,0.24873839188075975,2604.0
weighted avg,plain_model,Val,0.4393526767840791,0.44393241167434716,0.4190619381800414,2604.0
Faces,frozen_resnet18,Val,0.8467153284671532,0.8787878787878788,0.862453531598513,132.0
Faces_easy,frozen_resnet18,Val,0.8790322580645161,0.8384615384615385,0.8582677165354331,130.0
Leopards,frozen_resnet18,Val,0.9848484848484849,1.0,0.9923664122137404,65.0
Motorbikes,frozen_resnet18,Val,0.9760956175298805,1.0,0.9879032258064516,245.0
accordion,frozen_resnet18,Val,1.0,0.9444444444444444,0.9714285714285714,18.0
airplanes,frozen_resnet18,Val,0.9549180327868853,0.9914893617021276,0.9728601252609603,235.0
anchor,frozen_resnet18,Val,0.5555555555555556,0.4166666666666667,0.47619047619047616,12.0
ant,frozen_resnet18,Val,0.75,0.8181818181818182,0.782608695652174,11.0
barrel,frozen_resnet18,Val,1.0,0.8666666666666667,0.9285714285714286,15.0
bass,frozen_resnet18,Val,0.7857142857142857,0.7333333333333333,0.7586206896551724,15.0
beaver,frozen_resnet18,Val,1.0,0.7857142857142857,0.88,14.0
binocular,frozen_resnet18,Val,1.0,0.8666666666666667,0.9285714285714286,15.0
bonsai,frozen_resnet18,Val,0.8205128205128205,0.9411764705882353,0.8767123287671232,34.0
brain,frozen_resnet18,Val,0.8787878787878788,0.9354838709677419,0.90625,31.0
brontosaurus,frozen_resnet18,Val,0.4,0.2857142857142857,0.3333333333333333,14.0
buddha,frozen_resnet18,Val,0.65625,1.0,0.7924528301886793,21.0
butterfly,frozen_resnet18,Val,0.7567567567567568,0.8,0.7777777777777778,35.0
camera,frozen_resnet18,Val,0.8571428571428571,0.6666666666666666,0.75,9.0
cannon,frozen_resnet18,Val,0.8181818181818182,0.8181818181818182,0.8181818181818182,11.0
car_side,frozen_resnet18,Val,1.0,1.0,1.0,30.0
ceiling_fan,frozen_resnet18,Val,0.75,0.6666666666666666,0.7058823529411765,18.0
cellphone,frozen_resnet18,Val,0.875,1.0,0.9333333333333333,21.0
chair,frozen_resnet18,Val,0.875,0.7368421052631579,0.8,19.0
chandelier,frozen_resnet18,Val,0.8275862068965517,0.7741935483870968,0.8,31.0
cougar_body,frozen_resnet18,Val,0.6923076923076923,0.6428571428571429,0.6666666666666666,14.0
cougar_face,frozen_resnet18,Val,0.9411764705882353,0.8888888888888888,0.9142857142857143,18.0
crab,frozen_resnet18,Val,0.625,0.5555555555555556,0.5882352941176471,18.0
crayfish,frozen_resnet18,Val,0.55,0.4583333333333333,0.5,24.0
crocodile,frozen_resnet18,Val,0.4666666666666667,0.6363636363636364,0.5384615384615384,11.0
crocodile_head,frozen_resnet18,Val,0.7692307692307693,0.625,0.6896551724137931,16.0
cup,frozen_resnet18,Val,1.0,0.8823529411764706,0.9375,17.0
dalmatian,frozen_resnet18,Val,0.9411764705882353,1.0,0.9696969696969697,16.0
dollar_bill,frozen_resnet18,Val,1.0,0.9375,0.967741935483871,16.0
dolphin,frozen_resnet18,Val,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
dragonfly,frozen_resnet18,Val,0.75,0.7142857142857143,0.7317073170731707,21.0
electric_guitar,frozen_resnet18,Val,0.7333333333333333,0.7586206896551724,0.7457627118644068,29.0
elephant,frozen_resnet18,Val,0.8,0.9523809523809523,0.8695652173913043,21.0
emu,frozen_resnet18,Val,0.8823529411764706,0.8823529411764706,0.8823529411764706,17.0
euphonium,frozen_resnet18,Val,1.0,0.9473684210526315,0.972972972972973,19.0
ewer,frozen_resnet18,Val,0.8947368421052632,0.9444444444444444,0.918918918918919,18.0
ferry,frozen_resnet18,Val,0.9090909090909091,0.9090909090909091,0.9090909090909091,22.0
flamingo,frozen_resnet18,Val,0.8095238095238095,0.7727272727272727,0.7906976744186046,22.0
flamingo_head,frozen_resnet18,Val,0.8181818181818182,0.6923076923076923,0.75,13.0
garfield,frozen_resnet18,Val,0.8,0.6666666666666666,0.7272727272727273,12.0
gerenuk,frozen_resnet18,Val,1.0,0.8571428571428571,0.9230769230769231,7.0
gramophone,frozen_resnet18,Val,0.7333333333333333,0.7857142857142857,0.7586206896551724,14.0
grand_piano,frozen_resnet18,Val,1.0,1.0,1.0,31.0
hawksbill,frozen_resnet18,Val,0.8787878787878788,0.90625,0.8923076923076924,32.0
headphone,frozen_resnet18,Val,1.0,0.75,0.8571428571428571,12.0
hedgehog,frozen_resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
helicopter,frozen_resnet18,Val,0.8333333333333334,0.6818181818181818,0.75,22.0
ibis,frozen_resnet18,Val,0.84,1.0,0.9130434782608695,21.0
inline_skate,frozen_resnet18,Val,0.8571428571428571,0.75,0.8,8.0
joshua_tree,frozen_resnet18,Val,0.8695652173913043,0.9523809523809523,0.9090909090909091,21.0
kangaroo,frozen_resnet18,Val,0.7777777777777778,0.9130434782608695,0.84,23.0
ketch,frozen_resnet18,Val,0.7837837837837838,0.90625,0.8405797101449275,32.0
lamp,frozen_resnet18,Val,1.0,0.8181818181818182,0.9,22.0
laptop,frozen_resnet18,Val,1.0,0.9583333333333334,0.9787234042553191,24.0
llama,frozen_resnet18,Val,0.84,0.84,0.84,25.0
lobster,frozen_resnet18,Val,0.7857142857142857,0.7333333333333333,0.7586206896551724,15.0
lotus,frozen_resnet18,Val,0.7,0.9130434782608695,0.7924528301886793,23.0
mandolin,frozen_resnet18,Val,0.8461538461538461,0.5789473684210527,0.6875,19.0
mayfly,frozen_resnet18,Val,1.0,0.7272727272727273,0.8421052631578947,11.0
menorah,frozen_resnet18,Val,0.7027027027027027,0.9629629629629629,0.8125,27.0
metronome,frozen_resnet18,Val,1.0,1.0,1.0,10.0
minaret,frozen_resnet18,Val,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
nautilus,frozen_resnet18,Val,1.0,0.7692307692307693,0.8695652173913043,13.0
octopus,frozen_resnet18,Val,0.25,0.09090909090909091,0.13333333333333333,11.0
okapi,frozen_resnet18,Val,1.0,0.8571428571428571,0.9230769230769231,14.0
pagoda,frozen_resnet18,Val,0.8333333333333334,1.0,0.9090909090909091,15.0
panda,frozen_resnet18,Val,0.8888888888888888,0.8,0.8421052631578947,10.0
pigeon,frozen_resnet18,Val,0.9444444444444444,1.0,0.9714285714285714,17.0
pizza,frozen_resnet18,Val,0.9333333333333333,1.0,0.9655172413793104,14.0
platypus,frozen_resnet18,Val,0.7142857142857143,0.45454545454545453,0.5555555555555556,11.0
pyramid,frozen_resnet18,Val,0.9375,0.8333333333333334,0.8823529411764706,18.0
revolver,frozen_resnet18,Val,0.9655172413793104,0.9655172413793104,0.9655172413793104,29.0
rhino,frozen_resnet18,Val,0.8888888888888888,0.5333333333333333,0.6666666666666666,15.0
rooster,frozen_resnet18,Val,1.0,1.0,1.0,10.0
saxophone,frozen_resnet18,Val,1.0,0.9411764705882353,0.9696969696969697,17.0
schooner,frozen_resnet18,Val,0.7272727272727273,0.47058823529411764,0.5714285714285714,17.0
scissors,frozen_resnet18,Val,0.8333333333333334,0.9090909090909091,0.8695652173913043,11.0
scorpion,frozen_resnet18,Val,0.7241379310344828,0.9545454545454546,0.8235294117647058,22.0
sea_horse,frozen_resnet18,Val,0.6842105263157895,0.6842105263157895,0.6842105263157895,19.0
snoopy,frozen_resnet18,Val,0.5625,0.75,0.6428571428571429,12.0
soccer_ball,frozen_resnet18,Val,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
stapler,frozen_resnet18,Val,1.0,0.8,0.8888888888888888,15.0
starfish,frozen_resnet18,Val,0.9230769230769231,0.8571428571428571,0.8888888888888888,28.0
stegosaurus,frozen_resnet18,Val,0.5789473684210527,0.7857142857142857,0.6666666666666666,14.0
stop_sign,frozen_resnet18,Val,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
strawberry,frozen_resnet18,Val,1.0,1.0,1.0,6.0
sunflower,frozen_resnet18,Val,1.0,1.0,1.0,30.0
tick,frozen_resnet18,Val,0.8125,0.9285714285714286,0.8666666666666667,14.0
trilobite,frozen_resnet18,Val,0.896551724137931,1.0,0.9454545454545454,26.0
umbrella,frozen_resnet18,Val,0.95,0.9047619047619048,0.926829268292683,21.0
watch,frozen_resnet18,Val,0.9620253164556962,0.9743589743589743,0.9681528662420382,78.0
water_lilly,frozen_resnet18,Val,1.0,0.15384615384615385,0.26666666666666666,13.0
wheelchair,frozen_resnet18,Val,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
wild_cat,frozen_resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
windsor_chair,frozen_resnet18,Val,0.9444444444444444,1.0,0.9714285714285714,17.0
wrench,frozen_resnet18,Val,0.5833333333333334,0.5384615384615384,0.56,13.0
yin_yang,frozen_resnet18,Val,0.7391304347826086,0.8947368421052632,0.8095238095238095,19.0
accuracy,frozen_resnet18,Val,0.8744239631336406,0.8744239631336406,0.8744239631336406,0.8744239631336406
macro avg,frozen_resnet18,Val,0.8472290735232598,0.821142249653814,0.8254827784183975,2604.0
weighted avg,frozen_resnet18,Val,0.8765705047943594,0.8744239631336406,0.8703252010776532,2604.0
Faces,resnet18,Val,0.9694656488549618,0.9621212121212122,0.9657794676806084,132.0
Faces_easy,resnet18,Val,0.9618320610687023,0.9692307692307692,0.9655172413793104,130.0
Leopards,resnet18,Val,0.9848484848484849,1.0,0.9923664122137404,65.0
Motorbikes,resnet18,Val,1.0,1.0,1.0,245.0
accordion,resnet18,Val,1.0,1.0,1.0,18.0
airplanes,resnet18,Val,0.9873949579831933,1.0,0.9936575052854123,235.0
anchor,resnet18,Val,0.7857142857142857,0.9166666666666666,0.8461538461538461,12.0
ant,resnet18,Val,0.6923076923076923,0.8181818181818182,0.75,11.0
barrel,resnet18,Val,0.9375,1.0,0.967741935483871,15.0
bass,resnet18,Val,1.0,0.6666666666666666,0.8,15.0
beaver,resnet18,Val,1.0,0.7142857142857143,0.8333333333333334,14.0
binocular,resnet18,Val,1.0,0.9333333333333333,0.9655172413793104,15.0
bonsai,resnet18,Val,0.9444444444444444,1.0,0.9714285714285714,34.0
brain,resnet18,Val,0.9090909090909091,0.967741935483871,0.9375,31.0
brontosaurus,resnet18,Val,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
buddha,resnet18,Val,0.9130434782608695,1.0,0.9545454545454546,21.0
butterfly,resnet18,Val,1.0,0.9428571428571428,0.9705882352941176,35.0
camera,resnet18,Val,0.875,0.7777777777777778,0.8235294117647058,9.0
cannon,resnet18,Val,0.9166666666666666,1.0,0.9565217391304348,11.0
car_side,resnet18,Val,1.0,1.0,1.0,30.0
ceiling_fan,resnet18,Val,0.9375,0.8333333333333334,0.8823529411764706,18.0
cellphone,resnet18,Val,1.0,0.9523809523809523,0.975609756097561,21.0
chair,resnet18,Val,1.0,0.8421052631578947,0.9142857142857143,19.0
chandelier,resnet18,Val,0.8333333333333334,0.967741935483871,0.8955223880597015,31.0
cougar_body,resnet18,Val,0.9,0.6428571428571429,0.75,14.0
cougar_face,resnet18,Val,0.8823529411764706,0.8333333333333334,0.8571428571428571,18.0
crab,resnet18,Val,0.75,0.6666666666666666,0.7058823529411765,18.0
crayfish,resnet18,Val,0.7777777777777778,0.5833333333333334,0.6666666666666666,24.0
crocodile,resnet18,Val,0.5,0.7272727272727273,0.5925925925925926,11.0
crocodile_head,resnet18,Val,0.8461538461538461,0.6875,0.7586206896551724,16.0
cup,resnet18,Val,1.0,0.9411764705882353,0.9696969696969697,17.0
dalmatian,resnet18,Val,1.0,1.0,1.0,16.0
dollar_bill,resnet18,Val,1.0,1.0,1.0,16.0
dolphin,resnet18,Val,0.7222222222222222,1.0,0.8387096774193549,13.0
dragonfly,resnet18,Val,0.95,0.9047619047619048,0.926829268292683,21.0
electric_guitar,resnet18,Val,1.0,0.9655172413793104,0.9824561403508771,29.0
elephant,resnet18,Val,0.9473684210526315,0.8571428571428571,0.9,21.0
emu,resnet18,Val,1.0,0.9411764705882353,0.9696969696969697,17.0
euphonium,resnet18,Val,0.8260869565217391,1.0,0.9047619047619048,19.0
ewer,resnet18,Val,0.9473684210526315,1.0,0.972972972972973,18.0
ferry,resnet18,Val,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
flamingo,resnet18,Val,0.85,0.7727272727272727,0.8095238095238095,22.0
flamingo_head,resnet18,Val,0.8666666666666667,1.0,0.9285714285714286,13.0
garfield,resnet18,Val,1.0,0.9166666666666666,0.9565217391304348,12.0
gerenuk,resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
gramophone,resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
grand_piano,resnet18,Val,0.96875,1.0,0.9841269841269841,31.0
hawksbill,resnet18,Val,0.9696969696969697,1.0,0.9846153846153847,32.0
headphone,resnet18,Val,0.8461538461538461,0.9166666666666666,0.88,12.0
hedgehog,resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
helicopter,resnet18,Val,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
ibis,resnet18,Val,1.0,0.8571428571428571,0.9230769230769231,21.0
inline_skate,resnet18,Val,0.8888888888888888,1.0,0.9411764705882353,8.0
joshua_tree,resnet18,Val,1.0,0.9523809523809523,0.975609756097561,21.0
kangaroo,resnet18,Val,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
ketch,resnet18,Val,0.8235294117647058,0.875,0.8484848484848485,32.0
lamp,resnet18,Val,0.95,0.8636363636363636,0.9047619047619048,22.0
laptop,resnet18,Val,0.96,1.0,0.9795918367346939,24.0
llama,resnet18,Val,1.0,0.88,0.9361702127659575,25.0
lobster,resnet18,Val,0.8333333333333334,0.6666666666666666,0.7407407407407407,15.0
lotus,resnet18,Val,0.8095238095238095,0.7391304347826086,0.7727272727272727,23.0
mandolin,resnet18,Val,1.0,0.9473684210526315,0.972972972972973,19.0
mayfly,resnet18,Val,1.0,0.7272727272727273,0.8421052631578947,11.0
menorah,resnet18,Val,0.9615384615384616,0.9259259259259259,0.9433962264150944,27.0
metronome,resnet18,Val,1.0,1.0,1.0,10.0
minaret,resnet18,Val,0.9583333333333334,1.0,0.9787234042553191,23.0
nautilus,resnet18,Val,0.9166666666666666,0.8461538461538461,0.88,13.0
octopus,resnet18,Val,0.75,0.8181818181818182,0.782608695652174,11.0
okapi,resnet18,Val,1.0,1.0,1.0,14.0
pagoda,resnet18,Val,1.0,1.0,1.0,15.0
panda,resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
pigeon,resnet18,Val,1.0,0.8823529411764706,0.9375,17.0
pizza,resnet18,Val,0.9333333333333333,1.0,0.9655172413793104,14.0
platypus,resnet18,Val,0.5714285714285714,0.7272727272727273,0.64,11.0
pyramid,resnet18,Val,1.0,1.0,1.0,18.0
revolver,resnet18,Val,1.0,0.9655172413793104,0.9824561403508771,29.0
rhino,resnet18,Val,0.9375,1.0,0.967741935483871,15.0
rooster,resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
